statistic,sample,rep,11B,24Mg,25Mg,27Al,55Mn,57Fe,63Cu,66Zn,88Sr
mean,1308H1-21e,0,4.4044705674190523e-05,0.0025475112130387205,0.0025313466767304758,0.00019820715010038703,1.1248583580794237e-05,0.0006277569422144138,1.4462112207441311e-05,7.722637452889322e-05,0.0013524078866066337
mean,1308H1-22a,0,3.614420457019075e-05,0.0016116158492923075,0.0015430429397958888,8.014259387427114e-05,1.2328978769124582e-06,0.0005856419880926679,8.80690878589038e-06,7.637098360945072e-06,0.0013675427046478828
mean,1308H1-22b,0,3.7705767097882664e-05,0.0013444842666407695,0.0012843162934865352,0.00023075952956880057,3.409409683745346e-06,0.0006338580522942673,7.667767001756348e-06,6.708730252768982e-06,0.0013022872376583553
mean,1308H1-22c,0,3.718474836361008e-05,0.0016483325782865256,0.0015710932645281955,0.0003238247543501379,9.545077477472623e-06,0.0006290754177522217,1.0023990863131939e-05,8.695002766840395e-06,0.0013639239353823872
mean,1308H1-22d,0,3.116432612027918e-05,0.0016459871910609511,0.0015696888103151985,0.00020995705219881364,1.2713629621133715e-05,0.0006183277334013493,9.945464680437369e-06,2.3609260828448677e-05,0.0014086070804558031
mean,1308H1-22e,0,3.1417801329282376e-05,0.001610964424187317,0.0015571188968225148,0.00011192629469035773,8.288598976441111e-06,0.000590007129048786,9.52923354015361e-06,2.128619887313492e-05,0.0013439639026296736
mean,1308H1-23a,0,5.742413061805235e-05,0.0017121032253641021,0.0016386741094874856,4.905604312548253e-05,2.641120149896147e-06,0.000563339362152573,4.9504471451184875e-06,2.1772299743930735e-06,0.0013455174753421101
mean,1308H1-23b,0,5.1886515705076236e-05,0.0020012268200721873,0.0019144608175745575,6.214165929268685e-05,6.815457487185679e-06,0.0005552043225749483,6.257346261055934e-06,2.720187565821697e-06,0.0013535760650936876
mean,1308H1-23c,0,5.581522025756174e-05,0.0018903477712514322,0.0018324516661874393,0.00011759793270771947,3.354928124067078e-06,0.0005900032895860244,6.185510181986403e-06,2.6360976495329496e-06,0.0013791626266338806
mean,1308H1-23d,0,5.4430223020528097e-05,0.001904359647261987,0.0018537728133411423,0.00015486642790181075,3.667478242065084e-06,0.0006326774715446434,6.268157997326801e-06,2.8842989496976095e-06,0.0013398131495258622
mean,1308H1-23e,0,5.1581302507303495e-05,0.002384757352279403,0.0023846040799859842,8.795721515180114e-05,7.196773112407847e-06,0.0005712282961127265,1.4720154965130964e-05,8.788643426571696e-06,0.0012977133011997444
mean,1308H1-24a,0,5.0592518582037446e-05,0.0020286053838752304,0.001965677613270412,5.4674691823178774e-05,5.1005268132018576e-06,0.0005671229283846962,5.213774922863982e-06,2.2163312816887387e-06,0.0013874569776995888
mean,1308H1-24b,0,4.3236702028987545e-05,0.0026259569958383988,0.0025917582172812897,0.00010834887544014097,2.8376803584106467e-06,0.0005892118033425095,1.4656225784438885e-05,5.877064552014006e-05,0.0013685094644942915
mean,1308H1-24c,0,4.616421690240325e-05,0.0025779385074934835,0.0025195685549228458,0.0002048538732486577,7.747934549641157e-06,0.0006272533086158869,1.7338800293125303e-05,6.92848055349031e-05,0.0013217119230753186
mean,1308H1-24d,0,5.503514793168881e-05,0.0029084993618325875,0.002838926381939947,9.97498962252646e-05,3.0219191109706222e-05,0.0005700843032334683,2.986676300938706e-05,6.830899595122191e-05,0.0012800303576571818
mean,1308H1-25a,0,3.7215328150813145e-05,0.0021275561972515533,0.002025646734748264,0.0002095573870203923,5.826218483514829e-06,0.0006285221275526652,3.921372326556344e-06,3.270472244844989e-06,0.0013909540249459975
mean,1308H1-25b,0,3.715832309541329e-05,0.0016022103766212812,0.0016023408391633868,0.00012580393420975913,1.0990746449365805e-05,0.0006142535176434776,7.035743806905028e-06,3.7709405888621292e-06,0.0013998122715603665
mean,1308H1-25c,0,4.169399096389353e-05,0.0019304992725208594,0.0018744901931091083,0.0001035443022913416,1.242156396919921e-05,0.0005532617656194113,7.520255191065138e-06,5.915566887497683e-06,0.0013796600145248167
mean,1308H1-25d,0,5.318413094953603e-05,0.002319445317090088,0.0022432986044439453,4.774353437326098e-05,2.3500257894246965e-05,0.0005507791487560767,1.0148051787408114e-05,1.3539122364267765e-05,0.0012849420091627665
mean,1308H1-26a,0,5.5636259893115364e-05,0.002269238737228755,0.002195678982309739,7.039106167733291e-06,5.120572207079033e-06,0.0007202061361497427,1.1329488606549991e-05,2.4892092459800607e-05,0.0015668207739102514
mean,1308H1-26b,0,4.313135567196692e-05,0.002330905734157404,0.0022636244772122407,2.7885893928775507e-05,1.5499232681303233e-05,0.0005515218740610671,2.4846876512745728e-05,2.188112834968992e-05,0.001445500882127288
mean,1308H1-26c,0,,,,,,,,,
mean,1308H1-26c,1,4.321785522393325e-05,0.0018607811283848086,0.0017913401270459295,5.937532624117599e-06,1.2683609180001304e-05,0.0005314596101371854,2.0160757808196003e-05,2.0522599512384724e-05,0.0013918708413600553
mean,1308H1-26d,0,3.930556377268811e-05,0.0028000903486516426,0.0027199771384844975,2.3043989646018207e-05,1.0994980291144344e-05,0.0005616651473100611,2.673151315829228e-05,2.037875636009555e-05,0.0013693941755566427
mean,1308H1-27a,0,3.6798771419179114e-05,0.0017328275522655058,0.0016436252646760204,3.896988773660319e-05,8.09627466014631e-06,0.0005378600181498978,1.814651071309236e-05,3.893721341387775e-05,0.001331520552047333
mean,1308H1-27b,0,3.9617742296598846e-05,0.0031499825625761614,0.0030321559162634687,0.00022163979787933962,1.1596318046734784e-05,0.0006373063972957087,2.334481759645629e-05,0.0001139264433048655,0.0013946865064160818
mean,1308H1-27c,0,3.832399880527214e-05,0.002333804235180451,0.0022436698377958555,0.00018991125029469764,1.3716454796451717e-05,0.000625090498370933,1.4280422844257669e-05,5.180988576025992e-05,0.0013544475605067406
mean,1308H1-27d,0,3.9097987506188436e-05,0.003147670782944266,0.003024266870289002,1.3010238248596357e-05,1.9455661182226776e-05,0.000522283746922053,2.2735559079314834e-05,2.433353461392017e-05,0.001291177071453683
mean,1308H1-27e,0,3.610399312339851e-05,0.0016810016839690963,0.00165997065204464,1.5976450948572457e-05,1.0780290006710348e-05,0.0005950656929638604,2.50535445942696e-05,6.607775527430521e-05,0.0013996311617009256
mean,1308H1-28a,0,3.78211879789824e-05,0.002550318530886971,0.002501153296829969,0.0001990108262701235,1.5961433050710354e-05,0.0006062953671915592,2.1603895205985915e-05,1.820830875691333e-05,0.0014799763772055695
mean,1308H1-28b,0,4.416095789686923e-05,0.002554432830277882,0.0024928596976723505,0.00012472191979899646,1.1371525664473855e-05,0.0006998198932601946,1.901610730309138e-05,1.2673470427735575e-05,0.0014733728014290294
mean,1308H1-28c,0,3.937313980364257e-05,0.0026880842333376993,0.0025995606297010286,0.00011192645256730699,1.536764281314085e-05,0.0005993178478508215,1.589519679523616e-05,1.4306941035540781e-05,0.0014166783648691967
mean,1308H1-28d,0,3.242583500195619e-05,0.002737128987515219,0.002659497077532622,0.00014488051918731885,1.563194023397714e-05,0.0005905213807123353,1.1724520783021987e-05,3.2943205213793014e-05,0.0014421906670874596
mean,1308H1-28e,0,3.8078492451275244e-05,0.004237490889166247,0.004049555374994697,0.00030622482110589076,2.0129943438641734e-05,0.000640986938630495,2.4519144649899545e-05,3.625140872896552e-05,0.0014390201282538505
mean,1308H1-29a,0,4.325869667082306e-05,0.0021882273901267365,0.002070539206393954,9.314223393310703e-05,3.774749187927786e-06,0.0005614158601411689,1.2381963291216886e-05,3.426556447030719e-05,0.0013323522145122849
mean,1308H1-29b,0,,,,,,,,,
mean,1308H1-29b,1,4.1291906710648086e-05,0.002095108547375173,0.0019916313338876495,9.451241789293446e-05,6.95047677210529e-06,0.0005387473726535558,1.0148884331157358e-05,2.94675218854021e-05,0.0012981145079121828
mean,1308H1-29c,0,4.132536155404324e-05,0.0019930443220802577,0.0019087086477225402,0.00010101295640116826,1.754481099236698e-05,0.0005761530586494372,9.204571879958794e-06,3.9244052385597236e-05,0.0014368465345743439
mean,1308H1-29d,0,3.589216937845098e-05,0.001656683111362915,0.0015620560081057659,1.9407335197917917e-05,1.1655312542673795e-06,0.0005433422952180341,1.5434775260221662e-05,3.174222040376067e-05,0.0014760877497175203
mean,1308H1-29e,0,4.1504111539780234e-05,0.0029690779316368546,0.002872139340659412,0.00016172760666399147,5.718386538571805e-06,0.0005912555536301056,2.5994466627539802e-05,6.113472299388159e-05,0.0013773403497044938
mean,1308H1-30a,0,4.9325141867328967e-05,0.004043267272838735,0.003908691742383896,0.0002975002303153934,2.2793754707748326e-05,0.0006260889477772144,4.9703564102401565e-05,9.189465651400817e-05,0.0014391547194968096
mean,1308H1-30b,0,5.249258052460531e-05,0.0023054510098412286,0.002197175734874201,0.0001007497674199007,1.07328426983811e-05,0.0005591892430586385,2.063516007847381e-05,3.4246755482749016e-05,0.0013772803868908022
mean,1308H1-30c,0,6.636117868964413e-05,0.001888908089873203,0.0017655381532751407,2.1825599841010083e-05,2.063295216986595e-06,0.0005281690233818726,2.9400269258881572e-05,3.77208563190716e-05,0.0014020937501006566
mean,1308H1-30d,0,6.928494954009373e-05,0.0018121019775000028,0.001736975462706357,5.49829298520968e-05,4.559852146271507e-06,0.0005316156526494857,2.0757081232489788e-05,3.5081862119684546e-05,0.0013906889739869637
mean,1308H1-30e,0,4.694529780845847e-05,0.0033713086224710495,0.00321687943869778,0.0003031311355881478,1.2360847702232283e-05,0.0005835682966910137,2.1452581849237198e-05,5.5598746792763546e-05,0.0014008316235235058
mean,NIST612_6,0,,,,,,,,,
mean,NIST612_7,0,,,,,,,,,
mean,NIST612_7,1,,,,,,,,,
mean,1308H1-31a,0,6.744786686278505e-05,0.0011905693113668742,0.0011408347461020962,3.67062763389614e-05,6.2773085677031605e-06,0.0005537804397614169,7.85893959956853e-06,5.170507018321215e-06,0.0013733403633252777
mean,1308H1-31b,0,6.831283110596261e-05,0.001164090253747426,0.001096467010735392,8.885855052916067e-05,3.89519570558733e-06,0.0005707440702460747,6.235691570120702e-06,4.781972921767876e-06,0.0013463102141966251
mean,1308H1-31c,0,4.9087027488335514e-05,0.0017055809265336488,0.0016486594213747667,0.0001824524402324094,7.232790708821836e-06,0.0006529667349301378,5.627719378200898e-06,7.87466546754295e-06,0.00147861685992951
mean,1308H1-31d,0,4.6598656372346425e-05,0.0012226226747608752,0.0011655869223208657,0.00011656861037966874,3.3695395270149283e-07,0.0006133514500376555,2.5975509387445424e-06,2.414779067263554e-06,0.0013892067257515028
mean,1308H1-32a,0,6.549705678378027e-05,0.001765114896970479,0.001704023222482466,3.362987915093325e-05,7.975668722080046e-06,0.0005261693424410722,1.2740221913505558e-05,2.3112786918782057e-05,0.0014320248952439066
mean,1308H1-32b,0,6.621061806106768e-05,0.0017767094129740113,0.001716546992692198,1.2941069673687305e-05,5.26811758901217e-06,0.0005137093304681103,1.2914674900684913e-05,1.5323775754209668e-05,0.0013687722853544214
mean,1308H1-32c,0,5.883691634049356e-05,0.001868590503352281,0.0018308032197357062,3.6931129465057045e-05,5.147943237904366e-06,0.0005345315372064525,7.90869405002263e-06,2.2255021745826673e-05,0.0014716039580195117
mean,1308H1-32d,0,5.512107345476416e-05,0.0018707492846265958,0.0017812334099634283,9.382785802533696e-05,1.2262448083844132e-05,0.0005513215708839109,4.976596119637368e-06,9.283565385830942e-06,0.001462130632609665
mean,1308H1-32e,0,4.62275527658451e-05,0.0016679221353574642,0.0016058493787803052,6.984004940700679e-05,3.4075120704626354e-06,0.0005572007087498652,3.6113373201445863e-06,3.585138421272519e-06,0.001442118192931446
mean,1308H1-33a,0,6.70239722111046e-05,0.0015285439013370092,0.001504187771020887,2.767628856881111e-05,5.015152032622243e-06,0.0005456778811865229,2.8632746261473508e-05,3.0920824399545356e-05,0.0012918648270658023
mean,1308H1-33b,0,5.987669754877177e-05,0.0015221984912708237,0.0014607167198855834,2.4624879479323346e-05,2.3213873195819398e-06,0.0005166509715052647,1.949538173290707e-05,2.2956695600531357e-05,0.001338834970284063
mean,1308H1-33c,0,4.7463214950894e-05,0.0024807442227502544,0.0024068408093943557,6.226384360193214e-05,7.541987831914036e-06,0.0005452917555122638,2.2315334316156338e-05,4.125914556246176e-05,0.0013244085729438887
mean,1308H1-33d,0,4.964488376964329e-05,0.0023711068027064863,0.0023486253015012446,7.050443347944322e-05,4.670769700414554e-06,0.0005389754477332648,1.901448045846341e-05,3.155038074229612e-05,0.0013200153907786602
mean,1308H1-33e,0,4.2560940234518904e-05,0.00162510285000523,0.0016321662652012154,0.0001742221389212478,-1.7565803614066968e-06,0.000569021021919003,1.1369381270485199e-05,1.7564488239207767e-05,0.0013565334564830873
mean,1308H1-33f,0,4.285699948360972e-05,0.001594694696997734,0.001515796927718871,5.7186746197754944e-05,6.669926402957418e-06,0.0005432157935449829,1.042696323629909e-05,1.6529977316674004e-05,0.0013688087012230417
mean,1308H1-34a,0,5.679910092360586e-05,0.0020630567543195536,0.0020207845536842793,1.600994147043146e-05,4.03222841876486e-06,0.0005259857685035171,1.944665303650063e-05,4.8284215128487284e-05,0.001396438539141915
mean,1308H1-34b,0,5.107419563356669e-05,0.0020875595923099044,0.002009187516362289,2.883685795734148e-05,2.5914323652574026e-06,0.000533477970581806,1.2780941094079672e-05,3.628528992747734e-05,0.00138401331093168
mean,1308H1-34c,0,4.846918276583037e-05,0.0028988379089699046,0.002869510239636654,4.966237281137255e-05,7.054566099440849e-06,0.0005328639898680088,2.5127140352167136e-05,4.7458523380785683e-05,0.001370343974775456
mean,1308H1-34d,0,5.5217430710409494e-05,0.0024294582199836535,0.0023989698216430105,7.269034414365404e-05,9.269672931263246e-06,0.0005478011592034745,2.207959916251629e-05,3.21595310340584e-05,0.0014370548543177369
mean,1308H1-35a,0,6.729017778312255e-05,0.0015674857163693178,0.0014981203865243964,7.790220968678864e-05,7.936886844705033e-06,0.0005708108213361433,2.152681841291643e-05,2.3316408329690757e-05,0.0013093036485621722
mean,1308H1-35b,0,6.7082379864517e-05,0.0016365222054920898,0.001572186704566664,2.501847355256836e-05,6.725466796737374e-06,0.0005225346952552705,1.8236396913594137e-05,1.056260134628632e-05,0.001351084704051233
mean,1308H1-35c,0,3.1587097172432624e-05,0.002401913100484577,0.0023804010163918075,0.0001573636751273748,1.566960798322615e-05,0.0005713934856493191,2.9275995549465782e-05,2.6201463509362313e-05,0.0014933648934306449
mean,1308H1-35d,0,3.1099006865473225e-05,0.0017889791465222466,0.0017476970871251165,0.000297968608215142,1.9770521314437553e-05,0.0006636696628145165,1.8245017598482712e-05,2.318809925666533e-05,0.0014378052724960402
mean,1308H1-35e,0,4.2129531907877616e-05,0.0019801461745597307,0.0018952969938474632,0.00010447404315340812,4.2442399690311587e-07,0.0005604648401818491,2.407458194960002e-05,1.4646790304425208e-05,0.001544254438379312
mean,1308H1-36a,0,3.8407665876400785e-05,0.002377763883063874,0.002340348296213909,6.463379831938704e-05,4.4633580159429715e-06,0.0005417209281172921,1.4583430035051945e-05,1.3548488488991942e-05,0.0013923958770945288
mean,1308H1-36b,0,3.943275569206917e-05,0.0024659541729794166,0.0023553356632038413,2.9668694763980706e-05,6.538122969604176e-06,0.0005350697900135789,1.8103299058441334e-05,1.0538988428707416e-05,0.0014268762348400334
mean,1308H1-36c,0,3.978603585121296e-05,0.0029214071575394663,0.0027666151387768824,0.00015955795935038153,7.3658080203694086e-06,0.0005837473830653553,1.4480466702978128e-05,2.0354187531579365e-05,0.0013926900373362715
mean,1308H1-36d,0,3.879675236162792e-05,0.003939882766431525,0.0037779319099103814,0.00012579578916685995,8.720016599900836e-06,0.0005700787047956855,1.785708588667293e-05,1.3681197801943275e-05,0.0014612281805976262
mean,1308H1-36e,0,4.33223502704803e-05,0.0035175566586752075,0.003541998014918402,0.00034487350654624743,1.066324606208928e-05,0.0005716483299366989,1.9076242598245832e-05,1.1305743094405305e-05,0.0014264673045462967
mean,1308H1-37a,0,,,,,,,,,
mean,1308H1-37a,1,3.564576123816643e-05,0.0031896406226071456,0.0031514454746577607,5.988591734982596e-05,2.170791230069562e-06,0.0005328847467071219,8.009744804800995e-06,1.0775759619677819e-05,0.0014115926236901452
mean,1308H1-37b,0,3.5354868010465785e-05,0.003601641762654932,0.0035512506411445907,2.0668563241769718e-05,3.4112319438026306e-06,0.0005323965242697411,5.751051515206863e-06,4.353339575332624e-06,0.001463521849961575
mean,1308H1-37c,0,3.5115424295571264e-05,0.002965570881046172,0.0029072039216586237,1.6516273010599217e-05,5.889131692540295e-06,0.0005282852515264943,7.060529187850448e-06,6.973481111533642e-06,0.0014109620849893515
mean,1308H1-37d,0,3.215722303716747e-05,0.003640023328218666,0.003559839446653992,7.866932136010505e-05,7.596427456441307e-06,0.0005458108896839799,7.643191641941661e-06,6.550779943662974e-06,0.0014944432091138935
mean,1308H1-37e,0,2.9897208173084177e-05,0.0038110790835690785,0.0038450058255516642,0.000106658209527047,3.676230805749347e-06,0.0005422299559294117,3.4991776790919364e-06,8.844109354941054e-06,0.0014952699585858468
mean,1308H1-38a,0,4.937673912631445e-05,0.0018516400614926334,0.0018076698229321643,0.0002247380565029722,9.097739306325887e-06,0.0006303600629361368,1.0141427665769756e-05,6.869061237232993e-06,0.0014573445583506038
mean,1308H1-38b,0,5.143681218698394e-05,0.0017264702214424671,0.0016729071551860129,9.506970835531227e-05,1.0251261717743401e-05,0.0005416359759808658,1.232432371927134e-05,5.3127930780238066e-06,0.0013047008667367661
mean,1308H1-38c,0,5.1696704620045716e-05,0.0016031399253131583,0.0015254305882022286,8.188887376051274e-05,8.393590198618443e-06,0.00055766574695301,8.782160352856515e-06,5.5219189948076735e-06,0.0013437545450033545
mean,1308H1-38d,0,4.1105709589393693e-05,0.0018162620773106027,0.0017740532989020865,0.00011302760586679563,1.4134560227908332e-05,0.0005438582191158071,7.625512102967817e-06,7.370662767146199e-06,0.0014074581686068215
mean,1308H1-38e,0,3.5178573196831316e-05,0.0017542275990130236,0.0017009463826250578,0.00018314050440578573,1.1588504768792805e-05,0.0005787266853499903,8.127268281590047e-06,7.106079611559245e-06,0.0014110319314037131
mean,1308H1-39a,0,,,,,,,,,
mean,1308H1-39a,1,5.869000993603632e-05,0.0019895042582707308,0.001918426820678914,1.6294700537603834e-05,9.443521085119816e-06,0.0005102918505916652,1.823222656922559e-05,3.4040021383709994e-05,0.001407779632590257
mean,1308H1-39b,0,5.8379775562973494e-05,0.0018132360965773275,0.0018505903466143267,2.597276437772463e-05,5.467973315602278e-06,0.0005461144247737451,1.6649075689080972e-05,3.739263373492092e-05,0.0013634048370214803
mean,1308H1-39c,0,4.328861867153324e-05,0.0026413295553915036,0.002606571983727808,0.0003480992198705212,1.230287932659731e-05,0.0007295246850336219,1.1703667679584548e-05,3.729793713197011e-05,0.0013830279171727444
mean,1308H1-39d,0,4.188080591081753e-05,0.0026080922387644928,0.0025322377438290375,0.0002981116730843681,1.2136100554784728e-05,0.0006024284255701862,1.1782263206992443e-05,3.948256045265172e-05,0.0014048156488381013
mean,1308H1-39e,0,5.02930150311726e-05,0.0022930480700404173,0.002238890639250192,0.00025453886983273596,1.6053356728666907e-05,0.0006138332569689896,1.4361912124062354e-05,3.451109725541346e-05,0.0014288612686510413
mean,1308H1-40a,0,4.0209730794138367e-05,0.0017379940809879163,0.0016762225521616463,2.68091189761124e-05,1.450275830951614e-05,0.0005241368759004947,2.0186849016903256e-05,4.1624717754365484e-05,0.0013240850209297115
mean,1308H1-40b,0,4.338558784730028e-05,0.0017061307514657765,0.0016638749868196569,3.16182863505764e-05,1.2714373438269713e-05,0.0005140631117596581,2.653294131063568e-05,5.8052822701050174e-05,0.0013138521368822316
mean,1308H1-40c,0,4.210335384001264e-05,0.002117748207651178,0.001996161050199347,9.282264440496545e-05,1.3774750484444882e-05,0.0005606972464988004,3.808117433844679e-05,0.000145395554746906,0.0013902407622118048
mean,1308H1-40d,0,3.921660663969588e-05,0.0021869956368805385,0.0021113456752824083,6.332471683250731e-05,1.5852142665209758e-05,0.0005336287556836791,3.707764945927765e-05,0.00011466066956893792,0.0013879541512636802
mean,1308H1-40e,0,5.3793192595255944e-05,0.002190524153568739,0.002096617473206517,4.845504180082763e-05,2.7643050090803006e-05,0.000544814133009508,6.324612888867127e-05,6.51577078743331e-05,0.0013467895080077536
mean,NCC_4,0,,,,,,,,,
mean,NCC_5,0,,,,,,,,,
mean,NIST612_8,0,,,,,,,,,
mean,NIST612_9,0,,,,,,,,,
